wilayah,ncpr,kemiskinan (%),pengeluaran pangan (%),tanpa listrik (%),tanpa air bersih (%),lama sekolah perempuan (tahun),rasio tenaga kesehatan,angka harapan hidup (tahun),stunting (%),ikp,ikp ranking,nama_file,tahun
aceh - aceh selatan,0.98,12.43,47.68,0.21,41.78,9.74,1.67,64.64,37.2,71.11,287,Data Ketahanan Pangan 2023.csv,2023
aceh - aceh tenggara,0.33,12.83,25.28,0.07,47.3,8.98,1.77,68.48,34.0,78.47,184,Data Ketahanan Pangan 2023.csv,2023
aceh - aceh timur,0.58,13.91,37.31,0.07,45.47,8.09,2.37,68.94,34.8,75.78,232,Data Ketahanan Pangan 2023.csv,2023
aceh - aceh tengah,2.99,14.5,22.82,0.15,28.05,9.94,2.33,69.05,36.7,65.57,327,Data Ketahanan Pangan 2023.csv,2023
aceh - aceh barat,0.59,17.93,28.02,0.0,18.32,8.83,1.69,68.19,33.6,79.95,159,Data Ketahanan Pangan 2023.csv,2023
aceh - aceh besar,0.37,13.38,28.21,0.05,9.93,10.03,2.15,69.99,32.0,85.62,43,Data Ketahanan Pangan 2023.csv,2023
aceh - pidie,0.44,18.79,49.2,0.03,35.13,10.0,1.47,67.15,30.4,75.69,234,Data Ketahanan Pangan 2023.csv,2023
aceh - aceh utara,0.35,16.86,46.36,0.44,35.32,10.6,1.39,69.01,27.0,76.66,219,Data Ketahanan Pangan 2023.csv,2023
aceh - simeulue,1.33,18.37,40.54,0.99,15.13,9.28,0.69,65.48,27.8,72.51,273,Data Ketahanan Pangan 2023.csv,2023
aceh - aceh singkil,5.0,19.18,35.0,0.0,41.74,9.53,0.48,67.65,23.4,47.06,390,Data Ketahanan Pangan 2023.csv,2023
aceh - bireuen,0.52,12.51,38.6,0.52,31.9,9.14,0.56,71.48,38.3,81.34,135,Data Ketahanan Pangan 2023.csv,2023
aceh - aceh barat daya,0.42,15.44,52.71,0.0,21.67,9.05,1.66,65.3,35.2,76.93,211,Data Ketahanan Pangan 2023.csv,2023
aceh - gayo lues,0.53,18.87,38.01,0.13,23.98,8.21,6.44,65.77,34.6,75.49,238,Data Ketahanan Pangan 2023.csv,2023
aceh - aceh jaya,0.41,12.51,37.53,0.24,31.33,9.43,1.23,67.4,27.4,80.22,156,Data Ketahanan Pangan 2023.csv,2023
aceh - nagan raya,0.98,17.38,39.15,0.0,24.01,9.3,2.15,69.45,28.8,76.29,226,Data Ketahanan Pangan 2023.csv,2023
aceh - aceh tamiang,0.93,12.61,25.26,0.0,14.46,8.69,4.48,69.87,19.9,81.41,129,Data Ketahanan Pangan 2023.csv,2023
aceh - bener meriah,5.0,18.39,28.86,0.17,63.44,10.2,1.2,69.48,37.0,45.67,392,Data Ketahanan Pangan 2023.csv,2023
aceh - pidie jaya,0.33,18.45,53.29,0.1,28.8,9.85,0.47,70.41,37.8,77.69,197,Data Ketahanan Pangan 2023.csv,2023
aceh - kota banda aceh,0.0,7.13,6.99,0.0,0.81,7.2,0.83,71.79,25.3,86.97,35,Data Ketahanan Pangan 2023.csv,2023
aceh - kota sabang,0.0,14.66,13.27,1.02,2.49,9.15,3.0,70.79,34.2,73.88,85,Data Ketahanan Pangan 2023.csv,2023
aceh - kota lhokseumawe,0.0,10.84,14.4,0.0,2.95,9.5,3.33,71.87,39.4,80.67,62,Data Ketahanan Pangan 2023.csv,2023
aceh - kota langsa,0.0,10.62,6.2,0.0,10.04,9.23,1.42,69.63,30.5,76.95,77,Data Ketahanan Pangan 2023.csv,2023
aceh - kota subulussalam,0.0,16.94,36.08,0.0,56.32,10.18,2.4,64.3,27.4,36.09,98,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - tapanuli tengah,1.42,11.71,46.02,0.72,35.65,10.66,1.97,67.58,24.8,72.18,277,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - tapanuli utara,0.33,8.93,60.01,0.56,55.03,9.65,1.38,69.16,23.9,77.29,204,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - tapanuli selatan,0.53,8.07,40.01,1.34,61.8,8.91,1.78,65.28,15.3,73.4,262,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - nias,0.75,16.0,31.9,8.3,65.38,9.76,1.75,70.06,17.4,71.38,285,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - langkat,1.36,9.49,40.49,0.21,28.61,10.28,2.04,69.39,28.6,76.89,214,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - karo,0.29,8.17,58.54,0.01,43.36,10.18,1.52,72.03,24.9,81.35,134,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - deli serdang,0.9,3.62,27.6,0.34,20.06,10.32,0.53,72.07,13.9,86.81,31,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - simalungun,0.58,8.26,39.04,0.2,44.91,8.82,1.71,71.78,18.6,81.41,130,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - asahan,2.07,8.64,29.66,0.02,27.85,6.97,1.23,68.73,27.2,73.99,254,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - labuhanbatu,1.15,8.26,30.62,0.6,39.74,10.02,3.28,70.37,29.6,77.96,191,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - dairi,0.42,7.88,27.03,0.5,36.19,10.2,3.63,69.64,30.8,82.92,104,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - toba samosir,0.31,8.89,50.04,0.4,30.95,9.17,2.92,70.76,26.3,83.09,98,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - mandailing natal,1.04,8.92,52.97,1.25,54.26,9.04,1.43,63.05,21.1,69.54,301,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - nias selatan,1.35,16.48,41.18,4.16,69.42,8.93,0.83,69.21,21.7,65.67,325,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - pakpak bharat,0.87,8.66,33.36,0.77,37.38,9.6,3.27,66.44,29.2,77.32,203,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - humbang hasundutan,0.37,8.86,50.33,0.44,48.18,9.72,2.75,70.02,35.8,78.9,180,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - samosir,0.41,11.77,41.66,0.57,49.16,9.26,2.88,71.82,26.4,78.89,181,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - serdang bedagai,0.19,7.82,37.23,0.04,34.74,9.33,2.31,69.21,7.3,83.76,80,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - batu bara,1.02,11.53,29.35,0.09,37.09,7.14,1.54,67.55,11.9,76.82,216,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - padang lawas utara,1.65,8.94,41.36,0.52,48.84,7.28,0.58,67.53,29.4,70.4,295,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - padang lawas,1.6,8.05,41.34,0.14,45.17,7.98,8.2,67.43,32.0,70.9,288,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - labuhanbatu selatan,5.0,8.09,27.13,0.2,23.32,9.01,2.78,69.16,29.8,56.18,364,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - labuhanbatu utara,0.93,9.09,36.23,0.31,29.87,8.31,3.26,69.91,24.2,81.22,139,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - nias utara,0.65,23.4,32.54,8.03,45.91,8.74,3.57,69.9,30.0,73.67,258,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - nias barat,1.57,24.75,24.74,6.8,78.41,9.53,1.36,69.43,18.9,61.2,344,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - kota medan,0.0,8.07,12.49,0.11,3.0,8.76,0.94,73.58,25.0,87.8,28,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - kota pematangsiantar,0.0,7.88,13.76,0.0,8.95,9.46,2.06,74.25,24.6,87.19,33,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - kota sibolga,0.0,11.47,31.53,0.0,4.42,8.63,2.98,69.77,24.3,79.85,67,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - kota tanjung balai,0.0,12.45,34.13,0.08,1.29,8.21,2.9,63.87,28.9,70.83,89,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - kota binjai,0.0,5.1,18.08,0.0,7.09,8.93,6.71,72.79,31.7,87.25,32,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - kota tebing tinggi,0.0,9.59,20.26,0.0,24.69,8.92,2.33,71.29,24.6,75.82,81,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - kota padang sidimpuan,0.0,6.89,28.27,0.35,38.21,9.61,2.22,69.84,35.5,69.9,90,Data Ketahanan Pangan 2023.csv,2023
sumatera utara - kota gunungsitoli,0.0,14.81,17.94,0.29,25.2,9.02,4.42,71.71,17.8,65.13,95,Data Ketahanan Pangan 2023.csv,2023
sumatera barat - pesisir selatan,0.4,7.11,24.11,0.2,19.5,8.44,5.13,71.25,16.7,85.95,40,Data Ketahanan Pangan 2023.csv,2023
sumatera barat - solok,0.36,7.12,44.18,0.0,33.02,7.62,6.05,69.19,28.5,81.78,124,Data Ketahanan Pangan 2023.csv,2023
sumatera barat - sijunjung,0.79,6.0,27.67,0.48,29.44,8.96,8.43,66.7,11.2,79.93,160,Data Ketahanan Pangan 2023.csv,2023
sumatera barat - tanah datar,0.33,4.26,36.16,0.39,20.38,10.0,5.25,70.49,22.0,87.55,18,Data Ketahanan Pangan 2023.csv,2023
sumatera barat - padang pariaman,0.51,6.25,28.13,0.46,30.84,9.52,4.52,69.34,14.5,83.13,96,Data Ketahanan Pangan 2023.csv,2023
sumatera barat - agam,0.51,6.22,38.72,0.69,16.68,8.86,4.29,72.89,22.0,86.4,34,Data Ketahanan Pangan 2023.csv,2023
sumatera barat - lima puluh kota,0.44,6.59,46.81,0.28,40.57,9.47,4.55,70.08,8.4,80.68,146,Data Ketahanan Pangan 2023.csv,2023
sumatera barat - pasaman,0.3,6.85,42.69,0.61,37.17,8.62,3.81,67.96,14.7,80.59,149,Data Ketahanan Pangan 2023.csv,2023
sumatera barat - kepulauan mentawai,3.17,13.97,54.54,11.19,73.7,8.46,5.31,64.93,17.5,50.91,379,Data Ketahanan Pangan 2023.csv,2023
sumatera barat - dharmasraya,0.89,5.56,11.73,0.18,26.04,8.13,3.25,71.9,24.2,84.38,72,Data Ketahanan Pangan 2023.csv,2023
sumatera barat - solok selatan,0.35,6.51,27.76,0.25,34.45,8.01,3.5,68.38,14.5,82.16,114,Data Ketahanan Pangan 2023.csv,2023
sumatera barat - pasaman barat,0.55,6.93,44.76,0.15,26.54,8.38,4.6,68.25,16.8,80.67,147,Data Ketahanan Pangan 2023.csv,2023
sumatera barat - kota padang,0.0,4.26,11.51,0.17,10.07,8.55,4.29,73.93,26.3,88.33,26,Data Ketahanan Pangan 2023.csv,2023
sumatera barat - kota solok,0.0,3.02,11.75,0.0,1.43,8.99,3.56,74.06,18.6,92.87,4,Data Ketahanan Pangan 2023.csv,2023
sumatera barat - kota sawahlunto,0.0,2.28,14.59,0.03,7.24,8.22,4.74,70.4,22.5,84.38,46,Data Ketahanan Pangan 2023.csv,2023
sumatera barat - kota padang panjang,0.0,5.14,6.63,0.0,6.18,8.54,4.27,73.02,9.9,89.58,17,Data Ketahanan Pangan 2023.csv,2023
sumatera barat - kota bukittinggi,0.0,4.46,10.39,0.0,7.04,8.34,4.91,74.82,25.0,91.78,7,Data Ketahanan Pangan 2023.csv,2023
sumatera barat - kota payakumbuh,0.0,5.66,15.84,0.0,3.42,8.34,2.7,74.14,15.4,88.56,24,Data Ketahanan Pangan 2023.csv,2023
sumatera barat - kota pariaman,0.0,4.13,28.81,0.21,20.69,9.09,1.67,70.67,19.9,81.57,58,Data Ketahanan Pangan 2023.csv,2023
riau - kampar,5.0,7.12,29.57,0.16,30.1,7.44,6.29,71.12,15.1,57.59,361,Data Ketahanan Pangan 2023.csv,2023
riau - indragiri hulu,5.0,6.14,14.99,1.54,20.61,8.14,2.65,70.48,22.8,59.35,352,Data Ketahanan Pangan 2023.csv,2023
riau - bengkalis,4.19,6.32,24.11,0.64,44.43,8.74,1.99,71.5,19.0,61.68,340,Data Ketahanan Pangan 2023.csv,2023
riau - indragiri hilir,1.48,5.98,28.26,4.57,69.59,7.77,3.82,68.31,25.4,69.29,306,Data Ketahanan Pangan 2023.csv,2023
riau - pelalawan,3.35,8.97,21.26,1.0,18.55,7.96,6.61,71.53,17.7,69.49,302,Data Ketahanan Pangan 2023.csv,2023
riau - rokan hulu,5.0,9.95,28.46,0.28,19.7,7.55,5.32,70.51,24.8,56.76,362,Data Ketahanan Pangan 2023.csv,2023
riau - rokan hilir,3.21,6.73,25.23,0.13,36.14,8.25,2.47,70.69,19.4,67.45,314,Data Ketahanan Pangan 2023.csv,2023
riau - siak,2.82,5.07,14.76,0.31,14.71,8.33,1.46,71.37,19.1,74.74,244,Data Ketahanan Pangan 2023.csv,2023
riau - kuantan singingi,2.83,8.24,25.51,0.16,31.9,8.22,1.34,68.87,24.9,68.94,310,Data Ketahanan Pangan 2023.csv,2023
riau - kepulauan meranti,0.09,23.84,15.14,1.63,94.46,7.7,2.35,68.09,18.5,70.47,293,Data Ketahanan Pangan 2023.csv,2023
riau - kota pekanbaru,0.0,3.06,5.89,0.0,10.01,7.48,1.94,72.7,14.6,89.81,16,Data Ketahanan Pangan 2023.csv,2023
riau - kota dumai,0.0,3.2,16.48,0.72,5.95,7.42,6.65,71.25,20.2,78.61,73,Data Ketahanan Pangan 2023.csv,2023
jambi - kerinci,0.45,7.57,31.22,3.1,32.14,9.53,1.0,70.28,23.2,82.42,109,Data Ketahanan Pangan 2023.csv,2023
jambi - merangin,1.93,8.7,33.83,0.0,51.24,9.01,1.21,71.53,20.2,71.66,281,Data Ketahanan Pangan 2023.csv,2023
jambi - sarolangun,3.32,8.48,17.15,0.94,47.95,8.18,3.21,69.46,22.8,64.01,332,Data Ketahanan Pangan 2023.csv,2023
jambi - batanghari,2.34,9.63,28.22,0.5,32.03,8.16,3.69,70.93,12.4,70.79,290,Data Ketahanan Pangan 2023.csv,2023
jambi - muaro jambi,3.61,4.47,35.47,0.09,31.07,8.33,2.16,71.58,22.1,65.9,323,Data Ketahanan Pangan 2023.csv,2023
jambi - tanjung jabung barat,3.11,10.0,29.35,0.78,51.22,8.52,3.77,68.43,22.3,63.59,334,Data Ketahanan Pangan 2023.csv,2023
jambi - tanjung jabung timur,1.57,10.91,31.29,0.72,44.77,8.56,3.02,66.66,20.2,71.22,286,Data Ketahanan Pangan 2023.csv,2023
jambi - bungo,3.69,5.38,23.03,0.58,24.82,8.27,0.94,68.13,24.9,65.6,326,Data Ketahanan Pangan 2023.csv,2023
jambi - tebo,2.53,6.34,30.61,0.39,28.45,7.36,1.49,70.26,21.2,70.89,289,Data Ketahanan Pangan 2023.csv,2023
jambi - kota jambi,0.0,8.33,15.43,0.0,10.54,8.4,1.92,72.99,16.6,84.66,45,Data Ketahanan Pangan 2023.csv,2023
jambi - kota sungai penuh,0.0,2.97,15.08,0.0,7.94,7.24,2.06,72.53,20.4,83.14,53,Data Ketahanan Pangan 2023.csv,2023
sumatera selatan - ogan komering ulu,1.8,11.61,26.09,0.0,28.16,8.04,0.99,68.55,9.9,74.36,247,Data Ketahanan Pangan 2023.csv,2023
sumatera selatan - ogan komering ilir,0.26,13.23,42.81,0.58,43.08,8.25,1.97,69.01,18.1,79.04,177,Data Ketahanan Pangan 2023.csv,2023
sumatera selatan - muara enim,1.72,11.12,25.08,0.38,36.49,7.87,1.46,69.38,8.7,73.22,265,Data Ketahanan Pangan 2023.csv,2023
sumatera selatan - lahat,1.07,15.61,35.45,0.0,45.68,8.5,1.25,66.52,24.7,72.87,270,Data Ketahanan Pangan 2023.csv,2023
sumatera selatan - musi rawas,0.47,13.34,36.72,0.29,27.52,7.59,2.44,68.62,18.4,79.56,166,Data Ketahanan Pangan 2023.csv,2023
sumatera selatan - musi banyuasin,0.63,15.19,23.93,1.45,33.62,7.54,2.25,69.19,10.2,79.09,174,Data Ketahanan Pangan 2023.csv,2023
sumatera selatan - banyuasin,0.17,10.0,33.73,0.05,54.97,8.01,1.08,69.43,25.1,78.91,179,Data Ketahanan Pangan 2023.csv,2023
sumatera selatan - ogan komering ulu timur,0.16,10.05,17.01,0.0,36.25,8.57,0.36,69.48,16.2,84.52,68,Data Ketahanan Pangan 2023.csv,2023
sumatera selatan - ogan komering ulu selatan,0.41,10.56,46.1,4.12,54.84,7.32,3.03,67.36,22.5,76.15,228,Data Ketahanan Pangan 2023.csv,2023
sumatera selatan - ogan ilir,0.72,12.33,48.7,0.2,30.26,8.03,1.31,65.98,16.4,76.32,225,Data Ketahanan Pangan 2023.csv,2023
sumatera selatan - empat lawang,1.3,12.03,23.04,0.25,68.72,8.86,4.52,65.45,16.7,69.27,307,Data Ketahanan Pangan 2023.csv,2023
sumatera selatan - penukal abab lematang ilir,1.53,11.76,31.58,0.08,38.04,8.62,1.68,68.65,16.2,73.71,256,Data Ketahanan Pangan 2023.csv,2023
sumatera selatan - musi rawas utara,2.76,18.45,38.22,0.49,43.42,9.15,2.44,66.08,19.6,60.31,346,Data Ketahanan Pangan 2023.csv,2023
sumatera selatan - kota palembang,0.0,10.48,15.41,0.0,3.68,7.58,3.29,71.49,20.5,83.29,51,Data Ketahanan Pangan 2023.csv,2023
sumatera selatan - kota pagar alam,0.0,8.47,34.92,0.31,45.77,7.38,2.67,67.29,21.2,59.17,96,Data Ketahanan Pangan 2023.csv,2023
sumatera selatan - kota lubuklinggau,0.0,12.68,25.84,0.0,34.39,7.36,5.12,69.82,23.0,66.26,93,Data Ketahanan Pangan 2023.csv,2023
sumatera selatan - kota prabumulih,0.0,11.28,14.11,0.11,37.52,8.91,3.87,70.87,16.0,68.83,91,Data Ketahanan Pangan 2023.csv,2023
bengkulu - bengkulu selatan,0.44,17.86,36.72,0.16,58.04,9.35,0.83,68.15,13.3,74.63,245,Data Ketahanan Pangan 2023.csv,2023
bengkulu - rejang lebong,1.13,15.65,23.55,1.1,58.18,9.67,1.27,69.0,17.8,72.67,271,Data Ketahanan Pangan 2023.csv,2023
bengkulu - bengkulu utara,1.87,11.48,19.3,0.15,46.59,9.16,2.58,68.53,18.0,70.74,291,Data Ketahanan Pangan 2023.csv,2023
bengkulu - kaur,0.8,18.1,43.8,0.24,43.08,8.07,3.34,67.01,18.9,73.9,255,Data Ketahanan Pangan 2023.csv,2023
bengkulu - seluma,0.82,18.36,33.45,0.94,58.55,8.45,1.18,68.13,14.0,71.64,282,Data Ketahanan Pangan 2023.csv,2023
bengkulu - mukomuko,1.09,11.44,23.08,0.0,34.55,9.32,0.05,67.0,20.5,76.63,221,Data Ketahanan Pangan 2023.csv,2023
bengkulu - lebong,0.36,12.03,41.82,0.56,49.38,8.59,0.3,63.68,24.9,75.84,231,Data Ketahanan Pangan 2023.csv,2023
bengkulu - kepahiang,1.51,14.53,29.8,0.56,55.28,7.44,0.9,68.28,27.5,69.41,305,Data Ketahanan Pangan 2023.csv,2023
bengkulu - bengkulu tengah,3.07,9.76,24.35,0.0,58.5,7.34,0.87,68.37,13.6,61.54,342,Data Ketahanan Pangan 2023.csv,2023
bengkulu - kota bengkulu,0.0,15.73,7.71,0.06,15.36,9.27,0.32,70.46,25.0,75.68,82,Data Ketahanan Pangan 2023.csv,2023
lampung - lampung selatan,0.32,13.14,17.56,0.0,22.64,8.14,0.61,69.69,23.6,85.46,49,Data Ketahanan Pangan 2023.csv,2023
lampung - lampung tengah,0.12,10.96,27.34,1.04,35.95,8.08,1.03,70.08,27.2,84.55,66,Data Ketahanan Pangan 2023.csv,2023
lampung - lampung utara,0.18,18.41,37.32,0.0,64.11,8.37,0.65,69.57,18.6,74.94,242,Data Ketahanan Pangan 2023.csv,2023
lampung - lampung barat,0.83,11.71,26.01,0.87,57.42,8.19,0.39,67.9,19.4,75.39,240,Data Ketahanan Pangan 2023.csv,2023
lampung - tulang bawang,0.14,8.42,21.94,0.0,24.54,7.91,0.18,70.22,18.6,87.51,21,Data Ketahanan Pangan 2023.csv,2023
lampung - tanggamus,0.91,10.98,34.77,0.36,55.07,7.82,0.42,68.95,24.3,74.19,250,Data Ketahanan Pangan 2023.csv,2023
lampung - lampung timur,0.14,13.98,29.58,0.05,32.03,8.9,0.42,71.01,27.6,83.55,88,Data Ketahanan Pangan 2023.csv,2023
lampung - way kanan,0.24,11.76,35.06,0.0,51.39,7.35,0.57,69.69,21.1,79.31,171,Data Ketahanan Pangan 2023.csv,2023
lampung - pesawaran,0.44,13.85,34.5,0.0,44.37,7.52,0.66,69.44,15.7,77.89,192,Data Ketahanan Pangan 2023.csv,2023
lampung - pringsewu,0.49,9.34,26.25,0.0,7.93,8.1,0.3,70.65,21.8,87.38,23,Data Ketahanan Pangan 2023.csv,2023
lampung - mesuji,0.14,6.84,13.77,0.15,26.15,8.03,0.27,68.51,14.0,86.21,38,Data Ketahanan Pangan 2023.csv,2023
lampung - tulang bawang barat,0.12,7.44,15.27,0.0,54.36,9.69,0.13,70.23,17.8,83.59,85,Data Ketahanan Pangan 2023.csv,2023
lampung - pesisir barat,0.45,13.84,22.84,0.41,53.1,8.3,0.47,63.99,27.3,76.32,224,Data Ketahanan Pangan 2023.csv,2023
lampung - kota bandar lampung,0.0,8.21,11.53,0.0,11.34,8.2,0.94,71.66,20.0,83.37,50,Data Ketahanan Pangan 2023.csv,2023
lampung - kota metro,0.0,7.87,8.09,0.0,12.28,7.41,0.56,71.88,17.6,83.66,49,Data Ketahanan Pangan 2023.csv,2023
kepulauan bangka belitung - bangka,1.74,4.26,20.61,0.09,14.61,8.08,0.22,71.37,16.6,81.31,137,Data Ketahanan Pangan 2023.csv,2023
kepulauan bangka belitung - belitung,5.0,6.45,11.78,0.14,9.76,7.73,0.31,71.31,26.8,61.83,339,Data Ketahanan Pangan 2023.csv,2023
kepulauan bangka belitung - bangka selatan,0.65,3.22,28.7,0.0,26.78,7.17,0.51,68.68,22.2,82.94,103,Data Ketahanan Pangan 2023.csv,2023
kepulauan bangka belitung - bangka tengah,5.0,4.86,30.63,0.0,17.96,8.04,0.34,71.82,22.1,58.62,357,Data Ketahanan Pangan 2023.csv,2023
kepulauan bangka belitung - bangka barat,4.25,2.46,20.23,0.28,22.34,8.25,0.48,70.25,21.3,63.76,333,Data Ketahanan Pangan 2023.csv,2023
kepulauan bangka belitung - belitung timur,5.0,6.49,15.6,0.72,9.89,7.14,0.61,72.33,22.7,62.09,338,Data Ketahanan Pangan 2023.csv,2023
kepulauan bangka belitung - kota pangkalpinang,0.0,4.55,6.99,0.0,9.1,7.84,0.51,73.68,28.2,87.42,31,Data Ketahanan Pangan 2023.csv,2023
kepulauan riau - bintan,5.0,6.44,12.14,0.0,26.43,8.05,0.39,70.76,20.0,59.58,350,Data Ketahanan Pangan 2023.csv,2023
kepulauan riau - karimun,5.0,6.87,9.99,0.0,9.06,9.2,0.17,71.53,18.2,62.97,335,Data Ketahanan Pangan 2023.csv,2023
kepulauan riau - natuna,5.0,5.32,13.75,0.07,14.22,9.74,0.12,65.76,19.8,59.15,354,Data Ketahanan Pangan 2023.csv,2023
kepulauan riau - lingga,5.0,14.05,21.06,1.47,20.03,7.6,0.7,62.92,18.0,52.41,375,Data Ketahanan Pangan 2023.csv,2023
kepulauan riau - kepulauan anambas,5.0,7.51,12.14,0.37,38.69,8.87,0.36,67.73,22.3,55.72,366,Data Ketahanan Pangan 2023.csv,2023
kepulauan riau - kota batam,0.0,5.19,5.23,0.26,1.68,7.81,0.29,73.62,24.3,88.1,27,Data Ketahanan Pangan 2023.csv,2023
kepulauan riau - kota tanjungpinang,0.0,9.85,9.7,0.0,22.29,7.41,0.54,72.49,19.3,77.75,75,Data Ketahanan Pangan 2023.csv,2023
dki jakarta - kepulauan seribu,5.0,14.11,44.82,0.28,1.54,7.22,0.85,69.2,25.8,56.63,363,Data Ketahanan Pangan 2023.csv,2023
dki jakarta - jakarta pusat,0.0,4.9,8.22,0.35,4.13,7.64,0.54,74.48,24.3,91.0,11,Data Ketahanan Pangan 2023.csv,2023
dki jakarta - jakarta utara,0.0,7.24,14.41,0.0,4.88,8.04,0.39,73.47,23.0,85.46,41,Data Ketahanan Pangan 2023.csv,2023
dki jakarta - jakarta barat,0.0,4.22,5.3,0.16,1.9,9.16,0.13,73.81,19.0,90.84,12,Data Ketahanan Pangan 2023.csv,2023
dki jakarta - jakarta selatan,0.0,3.52,5.19,0.06,19.11,8.38,0.36,74.49,18.2,88.64,23,Data Ketahanan Pangan 2023.csv,2023
dki jakarta - jakarta timur,0.0,4.3,9.85,0.0,12.95,8.31,0.4,74.83,16.2,90.21,14,Data Ketahanan Pangan 2023.csv,2023
jawa barat - bogor,2.66,7.73,25.63,0.05,31.34,8.21,0.4,71.65,18.7,70.57,292,Data Ketahanan Pangan 2023.csv,2023
jawa barat - sukabumi,0.71,7.34,44.37,0.09,46.91,7.79,0.42,71.54,28.9,77.65,199,Data Ketahanan Pangan 2023.csv,2023
jawa barat - cianjur,0.71,10.55,40.06,0.11,40.47,8.01,0.35,70.58,17.5,78.99,178,Data Ketahanan Pangan 2023.csv,2023
jawa barat - bandung,1.39,6.8,17.03,0.0,20.49,7.21,0.47,74.01,23.5,82.48,108,Data Ketahanan Pangan 2023.csv,2023
jawa barat - garut,0.5,10.42,51.21,0.0,48.49,7.77,0.41,71.85,23.5,78.04,190,Data Ketahanan Pangan 2023.csv,2023
jawa barat - tasikmalaya,0.78,10.73,53.09,0.0,42.37,6.74,0.41,69.95,19.8,75.68,235,Data Ketahanan Pangan 2023.csv,2023
jawa barat - ciamis,0.69,7.72,39.79,0.05,31.39,7.56,0.28,72.3,22.3,82.36,110,Data Ketahanan Pangan 2023.csv,2023
jawa barat - kuningan,0.6,12.76,45.02,0.0,33.02,6.61,0.45,74.03,29.1,80.95,141,Data Ketahanan Pangan 2023.csv,2023
jawa barat - cirebon,0.87,12.01,34.26,0.0,18.07,9.32,0.34,72.47,15.8,82.03,117,Data Ketahanan Pangan 2023.csv,2023
jawa barat - majalengka,0.41,11.94,37.66,0.0,29.36,9.78,0.14,70.76,14.9,81.39,132,Data Ketahanan Pangan 2023.csv,2023
jawa barat - sumedang,0.54,10.14,33.44,0.0,15.55,7.51,0.8,72.91,23.5,84.88,62,Data Ketahanan Pangan 2023.csv,2023
jawa barat - indramayu,0.24,12.77,50.71,0.0,11.42,10.91,0.06,72.15,15.0,84.52,67,Data Ketahanan Pangan 2023.csv,2023
jawa barat - subang,0.29,9.75,25.56,0.0,31.99,8.0,1.01,72.92,20.6,85.31,55,Data Ketahanan Pangan 2023.csv,2023
jawa barat - purwakarta,0.95,8.7,34.45,0.0,28.42,7.99,0.5,71.47,14.2,80.42,152,Data Ketahanan Pangan 2023.csv,2023
jawa barat - karawang,0.38,8.44,20.63,0.0,15.62,8.03,0.7,72.62,19.5,88.48,10,Data Ketahanan Pangan 2023.csv,2023
jawa barat - bekasi,1.09,5.01,14.27,0.0,9.06,8.82,0.3,74.04,17.3,88.05,13,Data Ketahanan Pangan 2023.csv,2023
jawa barat - bandung barat,1.68,10.82,40.51,0.0,31.91,8.3,0.74,72.79,14.3,74.19,251,Data Ketahanan Pangan 2023.csv,2023
jawa barat - pangandaran,0.54,9.32,38.57,0.35,23.15,8.39,0.44,71.89,21.6,83.57,86,Data Ketahanan Pangan 2023.csv,2023
jawa barat - kota bogor,0.0,7.1,8.64,0.0,13.7,8.02,0.53,74.13,23.0,83.78,47,Data Ketahanan Pangan 2023.csv,2023
jawa barat - kota sukabumi,0.0,8.02,19.97,0.15,20.09,7.24,0.64,72.85,23.8,79.08,71,Data Ketahanan Pangan 2023.csv,2023
