wilayah,ncpr,kemiskinan (%),pengeluaran pangan (%),tanpa listrik (%),tanpa air bersih (%),lama sekolah perempuan (tahun),rasio tenaga kesehatan,angka harapan hidup (tahun),stunting (%),ikp,ikp ranking,nama_file,tahun
papua barat - teluk bintuni,5.0,29.79,29.73,7.19,34.9,9.59,32.51,60.99,27.5,39.37,392,Data Ketahanan Pangan 2022.csv,2022
papua barat - teluk wondama,5.0,31.61,30.41,8.88,77.43,8.47,9.45,60.24,31.0,31.95,399,Data Ketahanan Pangan 2022.csv,2022
papua barat - kaimana,5.0,16.04,27.57,9.13,43.1,9.77,28.15,64.93,28.5,45.43,384,Data Ketahanan Pangan 2022.csv,2022
papua barat - tambrauw,5.0,33.86,33.04,2.11,68.12,8.5,63.35,60.2,39.4,29.26,401,Data Ketahanan Pangan 2022.csv,2022
papua barat - maybrat,5.0,31.39,7.59,0.22,61.9,10.5,22.57,65.25,34.5,39.33,393,Data Ketahanan Pangan 2022.csv,2022
papua barat - manokwari selatan,0.98,29.3,21.87,3.25,27.52,8.6,14.88,67.6,28.5,69.46,292,Data Ketahanan Pangan 2022.csv,2022
papua barat - pegunungan arfak,5.0,34.7,23.48,21.62,51.51,6.41,20.4,67.26,40.1,34.9,397,Data Ketahanan Pangan 2022.csv,2022
papua barat - kota sorong,0.0,15.35,5.81,0.77,3.82,11.47,0.6,70.93,19.9,67.72,78,Data Ketahanan Pangan 2022.csv,2022
aceh - aceh selatan,0.69,14.01,55.21,0.75,50.19,8.5,5.64,64.02,35.93,70.06,282,Data Ketahanan Pangan 2019.csv,2019
aceh - aceh tenggara,0.41,14.29,50.21,0.86,37.51,9.18,4.84,67.77,45.3,75.28,208,Data Ketahanan Pangan 2019.csv,2019
aceh - aceh timur,0.42,14.49,43.55,0.68,41.64,8.18,3.2,68.44,42.8,75.08,215,Data Ketahanan Pangan 2019.csv,2019
aceh - aceh tengah,0.88,15.58,35.06,0.16,39.5,9.77,3.82,68.62,39.8,74.05,232,Data Ketahanan Pangan 2019.csv,2019
aceh - aceh barat,0.68,19.31,40.58,1.45,29.88,9.32,2.75,67.72,32.63,74.9,219,Data Ketahanan Pangan 2019.csv,2019
aceh - aceh besar,0.48,14.47,36.78,1.03,11.35,9.82,1.72,69.59,38.72,81.67,73,Data Ketahanan Pangan 2019.csv,2019
aceh - pidie,0.32,20.47,49.49,0.68,40.67,8.96,1.2,66.68,36.16,73.47,240,Data Ketahanan Pangan 2019.csv,2019
aceh - aceh utara,0.31,18.27,57.97,0.0,45.94,8.39,1.54,68.61,32.53,73.77,234,Data Ketahanan Pangan 2019.csv,2019
aceh - simeulue,0.82,19.78,50.05,1.43,29.35,8.9,2.28,65.0,47.31,70.59,275,Data Ketahanan Pangan 2019.csv,2019
aceh - aceh singkil,5.0,21.25,31.52,0.29,46.02,8.33,2.93,67.16,26.94,45.88,385,Data Ketahanan Pangan 2019.csv,2019
aceh - bireuen,0.51,14.31,50.14,0.54,39.74,9.32,0.71,70.92,40.97,76.35,194,Data Ketahanan Pangan 2019.csv,2019
aceh - aceh barat daya,0.35,17.1,57.39,1.96,55.03,8.59,2.55,64.65,35.41,70.53,276,Data Ketahanan Pangan 2019.csv,2019
aceh - gayo lues,0.44,20.7,26.8,0.62,27.56,7.65,6.57,65.12,44.4,74.18,230,Data Ketahanan Pangan 2019.csv,2019
aceh - aceh jaya,0.49,14.16,50.78,1.36,24.51,8.6,8.45,66.88,34.0,76.79,181,Data Ketahanan Pangan 2019.csv,2019
aceh - nagan raya,0.64,18.97,37.73,0.72,35.98,8.15,4.85,68.89,40.56,73.73,236,Data Ketahanan Pangan 2019.csv,2019
aceh - aceh tamiang,1.01,14.21,29.25,0.33,22.92,8.92,2.51,69.28,33.42,77.2,170,Data Ketahanan Pangan 2019.csv,2019
aceh - bener meriah,3.47,20.13,29.41,0.53,39.69,9.65,1.72,68.99,45.95,56.73,358,Data Ketahanan Pangan 2019.csv,2019
aceh - pidie jaya,0.3,20.17,49.76,0.99,28.96,9.03,1.37,69.81,36.8,76.81,179,Data Ketahanan Pangan 2019.csv,2019
aceh - kota banda aceh,50.0,7.25,8.95,0.0,0.35,11.98,0.02,71.1,26.58,84.79,19,Data Ketahanan Pangan 2019.csv,2019
aceh - kota sabang,50.0,16.31,17.45,0.0,3.12,11.21,0.4,70.21,23.48,68.85,71,Data Ketahanan Pangan 2019.csv,2019
aceh - kota lhokseumawe,3.83,11.81,23.88,0.0,4.85,10.92,0.07,71.27,35.41,71.33,65,Data Ketahanan Pangan 2019.csv,2019
aceh - kota langsa,5.57,10.79,10.81,0.0,13.42,11.23,0.24,69.16,27.52,71.95,64,Data Ketahanan Pangan 2019.csv,2019
aceh - kota subulussalam,7.24,18.51,53.38,0.31,57.11,7.99,1.0,63.69,49.62,17.4,98,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - tapanuli tengah,1.56,13.17,56.09,6.31,53.43,8.24,2.04,66.82,43.69,64.71,324,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - tapanuli utara,0.43,9.75,58.82,1.2,44.61,9.53,2.62,68.11,38.26,75.99,199,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - tapanuli selatan,0.52,9.16,59.05,5.61,44.8,8.77,8.33,64.55,28.76,73.81,233,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - nias,0.85,16.37,57.98,33.47,78.73,4.91,2.23,69.43,61.32,59.7,344,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - langkat,1.15,10.2,35.37,0.17,26.15,8.61,3.67,68.22,31.64,76.29,195,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - karo,0.39,8.67,53.54,1.39,28.52,9.53,2.04,70.97,29.59,81.49,76,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - deli serdang,1.18,4.13,23.72,0.11,18.31,9.98,0.61,71.31,25.68,83.17,41,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - simalungun,0.38,9.31,39.27,0.44,40.42,9.31,1.64,70.75,28.43,80.6,98,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - asahan,2.13,10.25,31.48,0.29,18.22,8.71,2.65,67.79,24.87,72.29,252,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - labuhanbatu,2.58,8.61,34.95,3.79,36.88,9.06,2.41,69.6,36.38,66.75,316,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - dairi,0.45,8.2,62.36,1.16,37.03,9.16,1.4,68.41,40.17,77.18,171,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - toba samosir,0.23,8.67,45.85,3.33,28.61,10.14,2.33,69.59,29.74,82.61,52,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - mandailing natal,0.91,9.58,55.17,8.48,59.78,8.38,17.02,62.24,48.3,65.83,321,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - nias selatan,1.29,16.65,42.59,26.38,65.4,5.69,1.47,68.24,45.06,62.01,333,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - pakpak bharat,1.06,9.74,49.05,2.67,65.32,8.24,4.74,65.27,45.58,67.04,311,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - humbang hasundutan,0.41,9.0,47.79,1.37,59.03,9.12,5.94,68.69,41.33,74.7,224,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - samosir,0.54,13.38,61.97,0.68,59.01,9.07,4.24,70.87,24.37,73.65,237,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - serdang bedagai,0.26,8.22,40.16,0.51,31.46,8.71,1.43,68.08,35.99,80.95,91,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - batu bara,1.08,12.57,42.72,0.41,25.83,8.04,1.51,66.38,23.72,74.94,216,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - padang lawas utara,2.24,10.06,47.21,7.37,51.9,9.01,5.12,66.77,47.53,62.47,329,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - padang lawas,1.68,8.41,46.74,7.45,51.21,8.95,4.44,66.69,42.89,66.93,312,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - labuhanbatu selatan,5.0,10.0,37.93,1.46,36.14,8.96,4.22,68.39,34.88,51.02,373,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - labuhanbatu utara,0.84,10.12,41.39,3.97,32.87,8.46,2.42,69.09,31.23,76.8,180,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - nias utara,1.53,26.56,51.92,27.92,65.8,5.92,2.91,68.98,45.46,56.38,359,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - nias barat,2.56,26.72,47.44,18.07,83.03,6.19,0.73,68.5,45.86,48.5,379,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - kota medan,50.0,8.25,16.41,0.0,3.94,11.35,0.03,72.64,27.02,80.91,33,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - kota pematangsiantar,2.98,8.7,31.75,0.0,6.08,10.8,0.06,72.93,20.52,76.45,48,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - kota sibolga,50.0,12.38,34.27,0.0,9.88,10.11,0.07,68.36,23.36,65.23,82,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - kota tanjung balai,46.26,14.64,48.72,0.0,1.4,9.41,0.16,62.6,35.9,52.19,93,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - kota binjai,5.63,5.88,20.72,0.0,8.99,10.71,0.04,71.95,28.28,78.33,43,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - kota tebing tinggi,3.96,10.27,20.26,0.58,20.97,10.24,0.05,70.47,25.92,66.16,77,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - kota padang sidimpuan,1.47,7.69,28.36,0.29,34.7,10.87,0.11,68.73,39.83,59.75,90,Data Ketahanan Pangan 2019.csv,2019
sumatera utara - kota gunungsitoli,3.93,18.44,19.8,2.59,24.71,8.36,0.53,70.67,40.37,37.46,97,Data Ketahanan Pangan 2019.csv,2019
sumatera barat - pesisir selatan,0.36,7.59,33.64,1.69,28.71,8.41,6.68,70.45,26.54,82.77,49,Data Ketahanan Pangan 2019.csv,2019
sumatera barat - solok,0.4,8.88,46.2,2.7,30.14,8.39,3.95,67.95,41.46,78.6,143,Data Ketahanan Pangan 2019.csv,2019
sumatera barat - sijunjung,0.72,7.11,35.67,3.54,29.8,8.11,6.48,65.69,35.0,77.35,167,Data Ketahanan Pangan 2019.csv,2019
sumatera barat - tanah datar,0.29,5.32,36.62,1.04,19.86,8.76,1.74,69.38,26.27,85.22,14,Data Ketahanan Pangan 2019.csv,2019
sumatera barat - padang pariaman,0.45,8.04,39.54,1.73,39.31,7.94,1.36,68.23,26.09,79.06,128,Data Ketahanan Pangan 2019.csv,2019
sumatera barat - agam,0.38,6.76,36.56,1.25,36.07,8.97,2.86,71.83,30.04,82.49,56,Data Ketahanan Pangan 2019.csv,2019
sumatera barat - lima puluh kota,0.31,6.99,41.72,0.99,39.94,8.17,4.98,69.47,40.13,79.4,121,Data Ketahanan Pangan 2019.csv,2019
sumatera barat - pasaman,0.28,7.31,47.53,2.21,29.48,8.0,4.88,66.82,40.56,79.28,123,Data Ketahanan Pangan 2019.csv,2019
sumatera barat - kepulauan mentawai,5.0,14.44,65.01,23.65,59.79,7.38,19.25,64.49,32.4,38.86,396,Data Ketahanan Pangan 2019.csv,2019
sumatera barat - dharmasraya,1.13,6.42,25.13,0.79,38.51,8.35,5.54,70.73,30.34,77.61,163,Data Ketahanan Pangan 2019.csv,2019
sumatera barat - solok selatan,0.37,7.07,30.87,1.64,39.64,8.57,5.49,67.21,27.72,80.13,108,Data Ketahanan Pangan 2019.csv,2019
sumatera barat - pasaman barat,0.52,7.34,40.67,1.35,42.63,8.14,3.97,67.37,35.1,77.17,172,Data Ketahanan Pangan 2019.csv,2019
sumatera barat - kota padang,3.38,4.7,11.94,0.22,9.31,11.4,0.16,73.35,22.44,83.33,25,Data Ketahanan Pangan 2019.csv,2019
sumatera barat - kota solok,1.11,3.3,14.34,0.48,0.87,11.38,0.09,73.14,23.58,85.4,12,Data Ketahanan Pangan 2019.csv,2019
sumatera barat - kota sawahlunto,1.25,2.39,26.4,0.89,10.61,9.47,0.87,69.59,20.63,65.89,78,Data Ketahanan Pangan 2019.csv,2019
sumatera barat - kota padang panjang,2.47,5.88,12.59,0.39,9.15,11.22,0.06,72.58,27.24,80.01,39,Data Ketahanan Pangan 2019.csv,2019
sumatera barat - kota bukittinggi,3.88,4.92,11.65,0.0,4.19,11.11,0.02,73.91,17.16,88.02,4,Data Ketahanan Pangan 2019.csv,2019
sumatera barat - kota payakumbuh,0.97,5.77,19.6,0.44,2.27,10.48,0.14,73.33,19.24,80.66,35,Data Ketahanan Pangan 2019.csv,2019
sumatera barat - kota pariaman,1.03,5.03,30.86,0.25,21.58,10.57,0.13,69.87,17.77,71.04,67,Data Ketahanan Pangan 2019.csv,2019
riau - kampar,3.37,8.18,30.94,0.67,30.34,8.62,4.95,70.35,32.05,63.97,326,Data Ketahanan Pangan 2019.csv,2019
riau - indragiri hulu,4.41,6.3,18.3,1.51,22.39,8.41,5.76,69.97,32.21,60.14,343,Data Ketahanan Pangan 2019.csv,2019
riau - bengkalis,4.13,6.22,17.71,1.66,38.3,9.24,5.03,70.85,32.27,60.36,342,Data Ketahanan Pangan 2019.csv,2019
riau - indragiri hilir,1.12,7.05,38.86,9.76,80.0,7.39,7.51,67.32,32.2,67.08,310,Data Ketahanan Pangan 2019.csv,2019
riau - pelalawan,3.01,9.73,15.51,2.2,21.52,8.67,9.23,70.74,25.51,68.62,299,Data Ketahanan Pangan 2019.csv,2019
riau - rokan hulu,5.0,10.95,25.82,1.58,23.61,8.36,6.56,69.55,27.25,54.25,364,Data Ketahanan Pangan 2019.csv,2019
riau - rokan hilir,1.73,7.06,31.11,3.18,42.79,8.35,4.95,69.87,38.08,71.42,263,Data Ketahanan Pangan 2019.csv,2019
riau - siak,2.26,5.44,14.86,1.55,16.05,9.56,7.7,70.79,20.96,76.6,183,Data Ketahanan Pangan 2019.csv,2019
riau - kuantan singingi,1.24,9.92,24.87,1.75,29.46,8.59,5.14,68.17,24.61,76.48,189,Data Ketahanan Pangan 2019.csv,2019
riau - kepulauan meranti,2.32,27.79,26.99,10.03,90.23,7.73,4.28,67.21,29.87,52.07,369,Data Ketahanan Pangan 2019.csv,2019
riau - kota pekanbaru,42.68,2.85,12.15,0.19,6.44,10.96,0.15,71.94,16.0,85.38,13,Data Ketahanan Pangan 2019.csv,2019
riau - kota dumai,16.43,3.71,15.81,0.46,13.26,9.91,1.0,70.55,17.26,69.95,69,Data Ketahanan Pangan 2019.csv,2019
jambi - kerinci,0.34,7.07,30.35,2.51,27.86,8.09,5.1,69.65,42.36,81.7,72,Data Ketahanan Pangan 2019.csv,2019
jambi - merangin,1.16,8.88,26.66,2.63,51.54,7.77,5.24,71.04,34.97,73.74,235,Data Ketahanan Pangan 2019.csv,2019
jambi - sarolangun,2.09,8.73,28.08,4.61,49.63,7.74,5.89,68.94,18.83,68.48,301,Data Ketahanan Pangan 2019.csv,2019
jambi - batanghari,0.93,10.23,35.11,1.93,46.89,8.06,4.92,70.26,32.76,74.77,223,Data Ketahanan Pangan 2019.csv,2019
jambi - muaro jambi,1.72,4.05,36.01,2.25,36.24,8.4,5.27,71.02,20.68,75.21,210,Data Ketahanan Pangan 2019.csv,2019
jambi - tanjung jabung barat,0.9,11.1,41.64,6.81,61.18,7.87,4.07,67.87,43.99,69.54,288,Data Ketahanan Pangan 2019.csv,2019
jambi - tanjung jabung timur,0.51,12.38,33.88,2.59,74.25,6.68,6.41,65.86,40.89,68.96,294,Data Ketahanan Pangan 2019.csv,2019
jambi - bungo,1.93,5.78,32.84,2.46,36.27,8.13,2.87,67.42,20.74,71.91,257,Data Ketahanan Pangan 2019.csv,2019
jambi - tebo,1.53,6.58,31.69,3.48,38.09,7.58,10.06,69.77,33.03,73.19,241,Data Ketahanan Pangan 2019.csv,2019
jambi - kota jambi,11.82,8.49,20.6,0.0,11.61,10.61,0.05,72.43,26.22,75.74,50,Data Ketahanan Pangan 2019.csv,2019
jambi - kota sungai penuh,0.43,2.76,27.72,0.0,10.95,10.18,1.0,71.84,35.75,68.37,73,Data Ketahanan Pangan 2019.csv,2019
sumatera selatan - ogan komering ulu,2.35,12.61,28.88,0.84,38.48,8.8,1.83,67.83,33.19,66.54,319,Data Ketahanan Pangan 2019.csv,2019
sumatera selatan - ogan komering ilir,0.38,15.28,27.15,1.18,40.46,7.11,7.56,68.22,30.62,76.59,184,Data Ketahanan Pangan 2019.csv,2019
sumatera selatan - muara enim,1.32,12.56,31.62,0.54,34.37,7.87,3.71,68.38,34.37,72.84,248,Data Ketahanan Pangan 2019.csv,2019
sumatera selatan - lahat,0.81,16.15,34.73,0.72,56.3,8.6,5.47,65.5,48.12,68.94,296,Data Ketahanan Pangan 2019.csv,2019
sumatera selatan - musi rawas,0.43,13.76,17.99,0.21,40.48,7.43,4.43,67.59,34.56,77.34,168,Data Ketahanan Pangan 2019.csv,2019
sumatera selatan - musi banyuasin,0.67,16.52,20.46,1.71,34.53,7.46,7.97,68.33,31.07,75.94,200,Data Ketahanan Pangan 2019.csv,2019
sumatera selatan - banyuasin,0.16,11.32,23.73,1.97,55.51,7.37,7.21,68.55,29.3,77.71,159,Data Ketahanan Pangan 2019.csv,2019
sumatera selatan - ogan komering ulu timur,0.18,10.57,27.97,0.43,40.94,7.68,1.5,68.65,27.16,80.49,100,Data Ketahanan Pangan 2019.csv,2019
sumatera selatan - ogan komering ulu selatan,0.7,10.64,46.44,6.49,58.4,8.09,4.69,66.49,26.39,71.88,258,Data Ketahanan Pangan 2019.csv,2019
sumatera selatan - ogan ilir,0.39,13.19,31.68,1.63,41.71,7.85,1.73,64.96,43.92,74.88,220,Data Ketahanan Pangan 2019.csv,2019
sumatera selatan - empat lawang,0.8,12.25,42.9,4.15,73.97,7.32,3.81,64.56,36.02,66.75,315,Data Ketahanan Pangan 2019.csv,2019
sumatera selatan - penukal abab lematang ilir,1.26,13.81,19.75,0.42,38.54,6.4,2.27,67.88,39.5,71.72,260,Data Ketahanan Pangan 2019.csv,2019
sumatera selatan - musi rawas utara,1.98,19.12,37.59,5.52,46.55,6.59,8.63,65.21,33.24,61.49,335,Data Ketahanan Pangan 2019.csv,2019
sumatera selatan - kota palembang,12.51,10.95,14.92,0.0,4.97,10.25,0.06,70.32,25.89,74.36,54,Data Ketahanan Pangan 2019.csv,2019
sumatera selatan - kota pagar alam,1.17,8.77,25.17,0.88,50.43,9.44,0.98,66.14,31.87,41.64,96,Data Ketahanan Pangan 2019.csv,2019
sumatera selatan - kota lubuklinggau,5.49,13.02,32.46,0.0,38.16,9.61,0.43,68.83,31.99,51.06,94,Data Ketahanan Pangan 2019.csv,2019
sumatera selatan - kota prabumulih,9.41,11.39,14.53,0.0,30.36,9.79,0.27,69.88,26.23,63.21,86,Data Ketahanan Pangan 2019.csv,2019
bengkulu - bengkulu selatan,0.45,18.65,32.67,1.33,59.92,9.36,1.17,67.45,33.74,72.44,249,Data Ketahanan Pangan 2019.csv,2019
bengkulu - rejang lebong,0.89,16.23,28.96,5.13,59.64,8.26,1.79,67.95,26.01,70.93,271,Data Ketahanan Pangan 2019.csv,2019
bengkulu - bengkulu utara,1.62,11.81,34.89,1.64,63.03,7.81,3.27,67.67,26.81,66.85,314,Data Ketahanan Pangan 2019.csv,2019
bengkulu - kaur,0.67,19.4,35.16,1.24,56.11,8.65,4.39,66.15,34.26,70.06,281,Data Ketahanan Pangan 2019.csv,2019
bengkulu - seluma,0.81,19.6,32.95,3.67,66.46,7.97,2.92,67.14,35.9,67.55,308,Data Ketahanan Pangan 2019.csv,2019
bengkulu - mukomuko,1.46,11.4,30.32,0.58,39.46,7.95,4.47,66.16,33.15,70.84,273,Data Ketahanan Pangan 2019.csv,2019
bengkulu - lebong,0.73,11.59,48.95,2.69,42.68,7.99,4.52,62.73,26.06,72.19,254,Data Ketahanan Pangan 2019.csv,2019
bengkulu - kepahiang,1.1,14.42,22.52,1.98,43.7,8.16,1.03,67.39,36.67,72.36,251,Data Ketahanan Pangan 2019.csv,2019
bengkulu - bengkulu tengah,1.18,8.2,33.86,1.39,50.74,7.47,2.21,67.82,23.27,73.03,245,Data Ketahanan Pangan 2019.csv,2019
bengkulu - kota bengkulu,5.84,18.82,9.5,0.17,18.62,11.23,0.06,69.72,17.99,66.48,76,Data Ketahanan Pangan 2019.csv,2019
lampung - lampung selatan,0.39,14.86,35.46,0.0,28.47,7.61,0.49,68.87,29.09,78.99,130,Data Ketahanan Pangan 2019.csv,2019
lampung - lampung tengah,0.16,12.62,31.42,0.35,48.59,7.6,1.96,69.46,25.32,78.88,137,Data Ketahanan Pangan 2019.csv,2019
lampung - lampung utara,0.12,20.85,38.86,0.66,76.69,8.5,0.93,68.71,26.64,71.35,265,Data Ketahanan Pangan 2019.csv,2019
lampung - lampung barat,0.77,13.54,29.3,2.2,40.38,7.89,2.46,67.09,32.96,74.62,225,Data Ketahanan Pangan 2019.csv,2019
lampung - tulang bawang,0.21,9.7,24.94,2.52,30.15,7.66,2.27,69.59,32.49,82.29,62,Data Ketahanan Pangan 2019.csv,2019
lampung - tanggamus,0.77,12.48,28.17,0.43,34.33,7.32,1.44,68.04,29.87,76.55,188,Data Ketahanan Pangan 2019.csv,2019
lampung - lampung timur,0.14,15.76,25.02,0.0,57.76,7.62,3.3,70.31,24.71,77.38,166,Data Ketahanan Pangan 2019.csv,2019
lampung - way kanan,0.27,13.52,37.29,0.56,72.76,7.18,1.8,68.95,36.07,72.37,250,Data Ketahanan Pangan 2019.csv,2019
lampung - pesawaran,0.44,15.97,38.49,0.31,36.71,7.73,1.88,68.53,27.5,76.74,182,Data Ketahanan Pangan 2019.csv,2019
lampung - pringsewu,0.52,10.5,26.81,0.15,19.7,8.28,0.35,69.44,20.19,83.13,45,Data Ketahanan Pangan 2019.csv,2019
lampung - mesuji,0.48,7.55,23.52,0.0,23.97,6.88,3.14,67.71,28.16,81.78,70,Data Ketahanan Pangan 2019.csv,2019
lampung - tulang bawang barat,0.1,8.1,20.8,0.0,62.24,7.02,1.08,69.56,27.2,79.28,122,Data Ketahanan Pangan 2019.csv,2019
lampung - pesisir barat,0.48,14.98,45.89,1.75,49.89,8.12,3.5,62.85,24.43,71.98,256,Data Ketahanan Pangan 2019.csv,2019
lampung - kota bandar lampung,49.25,9.04,16.7,0.2,13.38,10.51,0.05,71.01,25.15,73.49,58,Data Ketahanan Pangan 2019.csv,2019
lampung - kota metro,0.93,9.14,13.54,0.0,19.08,10.48,0.05,71.29,14.75,75.85,49,Data Ketahanan Pangan 2019.csv,2019
kepulauan bangka belitung - bangka,3.12,5.47,14.79,0.3,20.15,8.38,0.26,70.73,23.91,70.29,280,Data Ketahanan Pangan 2019.csv,2019
kepulauan bangka belitung - belitung,5.0,7.56,10.7,0.37,16.3,8.24,0.39,70.64,19.9,59.22,347,Data Ketahanan Pangan 2019.csv,2019
kepulauan bangka belitung - bangka selatan,3.15,3.7,26.21,0.0,25.46,6.81,0.84,67.47,26.92,66.52,320,Data Ketahanan Pangan 2019.csv,2019
kepulauan bangka belitung - bangka tengah,5.0,5.81,18.93,0.35,20.47,7.28,0.45,70.78,26.09,57.6,353,Data Ketahanan Pangan 2019.csv,2019
kepulauan bangka belitung - bangka barat,4.24,3.05,14.53,1.22,23.93,7.58,0.5,69.73,33.27,62.07,332,Data Ketahanan Pangan 2019.csv,2019
kepulauan bangka belitung - belitung timur,5.0,7.06,14.44,1.43,17.75,8.3,0.6,71.59,14.72,59.66,345,Data Ketahanan Pangan 2019.csv,2019
kepulauan bangka belitung - kota pangkalpinang,50.0,4.95,8.64,0.0,6.96,9.81,0.01,72.86,13.32,85.37,14,Data Ketahanan Pangan 2019.csv,2019
kepulauan riau - bintan,5.0,6.61,13.46,2.72,38.45,8.22,2.03,70.21,21.48,55.35,361,Data Ketahanan Pangan 2019.csv,2019
kepulauan riau - karimun,5.0,6.9,17.97,1.15,18.22,7.84,1.46,70.52,31.59,57.25,356,Data Ketahanan Pangan 2019.csv,2019
kepulauan riau - natuna,5.0,4.68,19.75,1.42,13.09,8.82,3.31,64.57,22.17,57.26,355,Data Ketahanan Pangan 2019.csv,2019
kepulauan riau - lingga,5.0,13.55,23.34,1.79,22.47,6.62,4.23,61.44,22.03,49.71,378,Data Ketahanan Pangan 2019.csv,2019
kepulauan riau - kepulauan anambas,5.0,6.93,18.35,3.02,51.18,6.92,1.19,66.91,26.09,50.39,375,Data Ketahanan Pangan 2019.csv,2019
kepulauan riau - kota batam,50.0,5.11,8.62,0.38,2.44,10.84,0.37,73.24,22.92,82.14,30,Data Ketahanan Pangan 2019.csv,2019
kepulauan riau - kota tanjungpinang,50.0,9.24,6.45,0.0,18.0,9.86,0.12,71.93,23.35,74.81,52,Data Ketahanan Pangan 2019.csv,2019
dki jakarta - kepulauan seribu,5.0,11.98,67.92,0.0,9.49,9.67,0.05,68.27,27.12,53.29,365,Data Ketahanan Pangan 2019.csv,2019
dki jakarta - jakarta pusat,50.0,3.59,18.6,0.0,1.13,11.06,0.0,73.92,23.5,87.1,6,Data Ketahanan Pangan 2019.csv,2019
dki jakarta - jakarta utara,50.0,5.35,19.71,0.0,0.33,10.33,0.02,73.08,18.95,84.19,21,Data Ketahanan Pangan 2019.csv,2019
dki jakarta - jakarta barat,50.0,3.39,19.02,0.0,2.38,10.11,0.01,73.45,14.84,86.42,9,Data Ketahanan Pangan 2019.csv,2019
dki jakarta - jakarta selatan,50.0,2.83,8.49,0.0,13.67,11.34,0.01,73.93,16.23,88.56,3,Data Ketahanan Pangan 2019.csv,2019
dki jakarta - jakarta timur,50.0,3.14,13.19,0.0,10.38,11.02,0.01,74.27,18.36,87.31,5,Data Ketahanan Pangan 2019.csv,2019
jawa barat - bogor,2.39,7.14,35.48,0.0,36.61,7.94,0.53,70.86,32.86,69.11,291,Data Ketahanan Pangan 2019.csv,2019
jawa barat - sukabumi,0.75,6.76,52.99,0.35,49.3,7.05,1.18,70.49,41.35,74.5,228,Data Ketahanan Pangan 2019.csv,2019
jawa barat - cianjur,0.56,9.81,46.85,0.09,46.04,7.14,1.37,69.7,33.51,75.86,201,Data Ketahanan Pangan 2019.csv,2019
jawa barat - bandung,1.83,6.65,30.64,0.0,18.54,8.6,0.61,73.26,35.21,77.05,175,Data Ketahanan Pangan 2019.csv,2019
jawa barat - garut,0.47,9.27,58.77,0.11,42.71,7.68,0.87,71.03,34.64,76.96,176,Data Ketahanan Pangan 2019.csv,2019
jawa barat - tasikmalaya,0.52,9.85,58.3,0.07,51.69,7.31,1.19,68.96,33.8,74.11,231,Data Ketahanan Pangan 2019.csv,2019
jawa barat - ciamis,0.63,7.22,29.46,0.07,39.12,7.7,0.81,71.32,33.39,79.91,113,Data Ketahanan Pangan 2019.csv,2019
jawa barat - kuningan,0.46,12.22,54.11,0.0,23.95,7.6,0.47,73.11,28.68,80.61,97,Data Ketahanan Pangan 2019.csv,2019
jawa barat - cirebon,0.7,10.7,47.64,0.15,22.98,6.77,0.3,71.66,33.7,78.88,136,Data Ketahanan Pangan 2019.csv,2019
jawa barat - majalengka,0.37,10.79,49.86,0.0,23.85,6.95,0.54,69.68,36.62,79.52,119,Data Ketahanan Pangan 2019.csv,2019
jawa barat - sumedang,0.48,9.76,31.62,0.15,31.34,8.37,0.89,72.14,32.22,81.73,71,Data Ketahanan Pangan 2019.csv,2019
jawa barat - indramayu,0.23,11.89,51.16,0.0,13.12,5.54,1.06,71.11,33.98,81.59,74,Data Ketahanan Pangan 2019.csv,2019
jawa barat - subang,0.29,8.67,39.22,0.0,32.9,6.84,0.88,71.92,28.64,81.81,69,Data Ketahanan Pangan 2019.csv,2019
